编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址,星级编码,经度,纬度
623,宁夏,宁夏银川黄河高尔夫俱乐部,1,0.7011357093665588,880.0,0.003289304620445084,宁夏·银川·兴庆区,"106.414968,38.380391",宁夏首家18洞高尔夫球场,0,宁夏银川兴庆区掌政镇碱富桥村银横路黄河辅道桥收费站旁,0.0,106.414968,38.380391
624,宁夏,银川天山海世界·黄河明珠,1,0.7011357093665588,88.0,0.0034948861592229022,宁夏·银川·兴庆区,"106.505643,38.404477",有室内恒温水上乐园的大型综合旅游度假区,0,宁夏银川市滨河新区滨河旅游大道北8号,0.0,106.505643,38.404477
625,宁夏,三关口明长城,1,0.7011357093665588,138.0,0.0025697692347227217,宁夏·银川·贺兰县,"106.387073,35.681128",银川地处祖国西北边陲，明朝蒙古鞑靼和瓦剌等部经常从内蒙古阿拉善台地进入贺兰山赤木口（今三关口），直驱平原各地。明统治者为,0,宁夏省银川市贺兰县,0.75,106.387073,35.681128
626,宁夏,凤凰岛旅游区,1,0.7011357093665588,930.0,0.002929536927583903,宁夏·吴忠·青铜峡市,"106.134192,37.996246",黄河金岸低空旅游体验中心,0,宁夏青铜峡市黄河路与滨河大道交叉处凤凰岛旅游区,0.0,106.134192,37.996246
627,宁夏,奇石山滑雪场景区,1,0.7011357093665588,288.0,0.002980932312278357,宁夏·石嘴山·大武口区,"106.402268,39.002389",高质量滑雪场，为你滑雪保驾护航,0,宁夏石嘴山市大武口区山水大道中华奇石山北门（奇石山滑雪场）,0.0,106.402268,39.002389
628,宁夏,贺兰山风景区,1,0.7011357093665588,598.0,0.0037004676980007195,宁夏·银川·西夏区,"105.939382,38.758088",“驾长车，踏破贺兰山缺……”，贺兰山因为岳飞的《满江红》而闻名天下。贺兰山是宁夏和内蒙古的界山，山的东侧是宁夏，西侧是内,0,银川市西夏区102省道,0.75,105.939382,38.758088
629,宁夏,砚家班相声会馆,1,0.7011357093665588,68.0,0.0022613969265559957,宁夏·银川·兴庆区,"106.275729,38.473577",一家专业的相声演出团体,0,宁夏银川市兴庆区解放西街盛世春天三楼C02;,0.0,106.275729,38.473577
630,宁夏,沙坡头盛典,1,0.7011357093665588,238.0,0.0024155830806393587,宁夏·中卫·沙坡头区,"105.096267,37.504271",大型全息浸没式情景体验剧,0,宁夏中卫沙坡头旅游新镇,0.0,105.096267,37.504271
631,宁夏,永宁文化园,4,0.7011357093665588,1.8,0.0031865138510561754,宁夏·银川·永宁县,"106.244449,38.297385",领略回族历史宗教风俗文化的多姿多彩,0,银川南 宁夏银川市永宁县城西高速路口,0.0,106.244449,38.297385
632,宁夏,红玛瑙枸杞观光园,1,0.7011357093665588,16.0,0.003803258467389628,宁夏·银川·西夏区,"106.083641,38.531981",集采摘、体验为一体枸杞观光园,0,宁夏银川市西夏区新小线3.5公里处,0.0,106.083641,38.531981
633,宁夏,青铜峡水库,1,0.7011357093665588,119.0,0.0035462815439173566,宁夏·吴忠·青铜峡旅游区,"106.005441,37.900724",滩地绿草如茵，岛上林木参天,0,宁夏省吴忠市青铜峡镇青铜峡旅游区,0.0,106.005441,37.900724
634,宁夏,六盘山红军长征景区,4,0.7011357093665588,20.0,0.0037004676980007195,宁夏·固原·隆德县,"106.212287,35.674691",首批中国100个经典红色旅游景区,0,宁夏固原市隆德县杨家店村六盘山红军长征景区,0.0,106.212287,35.674691
635,宁夏,宁夏漫葡·天沐温泉小镇,1,0.7011357093665588,78.0,0.004163026160250809,宁夏·银川·西夏区,"106.073903,38.628708",您养生休闲、旅游度假，快乐生活的源泉,0,宁夏银川市西夏区镇北堡镇瑞信?镇北堡（天沐）温泉度假小镇（110国道与镇苏路交界处，镇北堡西部影视城对面）,0.0,106.073903,38.628708
636,宁夏,趣立方儿童职业体验馆,1,0.7011357093665588,168.0,0.002672560004111631,宁夏·银川·兴庆区,"106.319643,38.50027",模拟体验社会职业角色了解、接触真实世界,0,宁夏回族自治区银川市兴庆区丽景北街中国穆斯林国际商贸城主楼4层,0.0,106.319643,38.50027
637,宁夏,得天缘保龄球俱乐部,1,0.7011357093665588,5.0,0.002826746158194994,宁夏·银川·西夏区,"106.159868,38.504265",宁夏得天缘文化体育产业发展有限公司，又名得天缘保龄球俱乐部，场馆坐落于银川市西夏区贺兰山体育场西南方向，成立于2017年,0,贺兰山西路贺兰山体育场(西南角),0.0,106.159868,38.504265
638,宁夏,GO嗨情绪解压馆,1,0.7011357093665588,88.0,0.002466978465333813,宁夏·银川·金凤区,"106.253597,38.500164","GO嗨情绪解压馆，缓解你的心情释放你的压力；主要包含三大场馆，发泄馆、汉服馆和狱影鬼屋。
发泄馆采用安全“暴力”的方式，",0,银川市金凤区康平路悦海新天地北京华联购物广场一楼F1-23B(海洋馆西南方100米，西西弗书店旁),0.0,106.253597,38.500164
639,宁夏,Oasis VR馆,1,0.7011357093665588,48.0,0.004060235390861901,宁夏·银川·金凤区,"106.254467,38.476363",银川Oasis VR游戏对战馆是一家多人VR互动游戏店，店内配备多台KAT VR万向行动平台VR设备，可实现虚拟空间内无,0,银川市金凤区正源南街353号,0.0,106.254467,38.476363
640,宁夏,香水花海,1,0.7011357093665588,20.0,0.0039060492367785377,宁夏·固原·泾源县,"106.415679,35.460333",花海占地面积1.75万平米，建有精品花卉区、景观喷泉、美食广场、儿童游乐园、婚纱摄影阳光沙滩、大田花卉、体闲及自助美食体,0,宁夏回族自治区固原市泾源县香水镇新可村,0.0,106.415679,35.460333
641,宁夏,六盘玩美乐园,1,0.7011357093665588,128.0,0.0020558153877781775,宁夏·固原·原州区,"106.262108,36.011277",极富刺激性与趣味性,0,宁夏回族自治区固原市原州区上海路(福馨园对面),0.0,106.262108,36.011277
642,宁夏,银川当代美术馆,1,0.7011357093665588,18.0,0.004265816929639719,宁夏·银川,"106.374703,38.372132",大西北地区黄河畔的专业当代美术馆,0,宁夏回族自治区银川市兴庆区禾乐路12号,0.0,106.374703,38.372132
643,宁夏,盛世汤泉,1,0.7011357093665588,33.0,0.003751863082695174,宁夏·银川·兴庆区,"106.287104,38.451587",追求人与自然的完美体验,0,宁夏回族自治区银川市兴庆区宝湖东路412号号附近,0.0,106.287104,38.451587
644,宁夏,华夏河图.银川艺术小镇,1,0.7011357093665588,18.0,0.0015932569255280875,宁夏·银川·兴庆区,"106.379312,38.366839",多元化发展的艺术聚落,0,宁夏银川市兴庆区鱼悦南街2号（望通路与滨河大道交汇处向北两公里）,0.0,106.379312,38.366839
645,宁夏,颢丰蹦床公园,1,0.6061248557233906,48.0,0.0039060492367785377,宁夏·银川,"106.250516,38.469985",综合性游乐场地,0,长城路与正源街交汇处向西150米处（长城中路211号）,0.0,106.250516,38.469985
646,宁夏,银川文化艺术博览中心,1,0.5455286796808351,9.9,0.0031865138510561754,宁夏·银川·金凤区,"106.229726,38.436099","银川文化艺术博览中心分为三层
1楼：（中庭）内容提取凤凰、贺兰山、黄河、城中湖、湿地等特色元素为创作灵感，描绘出具有典型",0,银川市金凤区亲水南大街与六盘山中路交叉口东南侧,0.0,106.229726,38.436099
647,宁夏,宁夏博物馆,1,0.6667210317659457,329.0,0.003803258467389628,宁夏·银川·金凤区,"106.241638,38.490741",宁夏博物馆位于银川市金凤区，整个建筑平面呈“回”字型布局，贴应了宁夏回族自治区的“回”字。外墙装饰所运用的迦陵频伽、力士,0,银川市金凤区人民广场东街6号,0.75,106.241638,38.490741
648,宁夏,绝地玩家真人CS俱乐部,1,1.0,78.0,0.20157269877165032,宁夏·银川·西夏区,"106.160448,38.502272",,0,红井巷贺兰山体育场南门东邻(近西夏万达/宁夏大学/火车站),1.0,106.160448,38.502272
649,宁夏,cute zoo城市动物园,1,0.6667210317659457,68.0,0.17407616796011718,宁夏·银川·西夏区,"106.156043,38.497253",中国航空运动协会宁夏安翔航空运动俱乐部航空飞行营地是由宁夏安翔航空运动俱乐部、宁夏翔宇航空文化有限公司建设的多功能飞行营,0,银川市西夏区怀远东路与金波北街交汇处万达广场1号门3楼,1.0,106.156043,38.497253
650,宁夏,天山海世界黄河明珠,1,0.7011357093665588,68.0,0.13984684175361053,宁夏·银川·兴庆区,"106.505643,38.404477",山海世界黄河明珠设计灵感源自迪拜亚特兰蒂斯水生活理念——奇迹、海洋、探索，把大海搬到了室内，让游客尽享水世界波澜风光。场,0,银川市兴庆区滨河黄河大桥与203省道交叉口北侧,0.0,106.505643,38.404477
651,宁夏,拜寺口双塔,1,0.5455286796808351,7.0,0.11229891555738294,宁夏·银川·贺兰县,"105.974029,38.687159",曾是西夏佛祖寺院所在地,0,宁夏银川市老城区贺兰山东麓拜寺口,1.0,105.974029,38.687159
652,宁夏,万亩枸杞观光园,1,0.7011357093665588,238.0,0.03453769851467338,宁夏·中卫·中宁县,"105.673876,37.502667",处处是硕果盈枝、鲜红欲滴的枸杞,0,宁夏省中卫市中宁县舟塔乡,0.0,105.673876,37.502667
653,宁夏,火石寨国家地质公园,4,1.0,45.0,0.026006064655393946,宁夏·固原·西吉县,"105.761388,36.093087",有堪称四绝的奇山，岩层，茂树，洞窟,0,宁夏省固原市西吉县,1.0,105.761388,36.093087
654,安徽,黄山风景区,5,0.7011357093665588,190.0,0.018502338490003597,安徽·黄山·黄山区,"118.193977,30.097967",五岳归来不看山，黄山归来不看岳,0,安徽省黄山市黄山区黄山风景区,0.0,118.193977,30.097967
655,安徽,宏村,5,0.7011357093665588,94.0,0.018502338490003597,安徽·黄山·黟县,"117.995474,30.010385",炊烟袅袅升起，行走在皖南小山村,0,安徽省黄山市黟县宏村镇宏村里,0.0,117.995474,30.010385
656,安徽,合肥海洋世界,1,0.7011357093665588,155.0,0.017268849257336693,安徽·合肥·合肥市,"117.221988,31.788149",与极地海洋动物进行亲密互动,0,安徽省合肥市经济技术开发区繁华大道321号,0.0,117.221988,31.788149
657,安徽,西递,5,0.7011357093665588,92.0,0.01572698771650306,安徽·黄山·黟县,"118.003549,29.91024",徽派建筑，乡间水墨画,0,安徽省黄山市黟县西递镇西递村,1.0,118.003549,29.91024
658,安徽,大青山野生动物世界,1,0.7011357093665588,80.0,0.013362800020558153,安徽·马鞍山·当涂县,"118.514194,31.509494",大青山野生动物世界坐落于诗仙太白的第二故乡马鞍山市当涂县大青山风景区内，利用大青山的森林地貌，以及引进国际先进理念设计建,0,马鞍山市当涂县太白镇永宁村,0.0,118.514194,31.509494
659,安徽,九华山,5,0.7011357093665588,50.0,0.013054427712391427,安徽·池州·青阳县,"117.810454,30.488263",神奇灵秀地，大愿九华山,0,安徽省池州市九华山镇二一九省道,0.75,117.810454,30.488263
660,安徽,祥源花世界,1,0.7011357093665588,19.0,0.010484658477668706,安徽·合肥·肥西县,"117.140445,31.700394",四季有花的主题公园,0,合肥市肥西县金寨南路与深圳路西北侧,0.75,117.140445,31.700394
661,安徽,宿州野生动物园,1,0.6970191197872234,75.0,0.009662332322557435,安徽·宿州·埇桥区,"117.14556,33.668276",集野生动物展示、科普教育和文化演艺于一体,0,安徽省宿州市埇桥区朱仙庄洪河路（宿州植物园东2公里）,0.0,117.14556,33.668276
662,安徽,芜湖方特东方神画,1,0.5455286796808351,265.0,0.009251169245001798,安徽·芜湖·鸠江区,"118.464405,31.365991",非物质文化博览园,0,安徽省芜湖市鸠江区赤铸山东路（芜湖方特二期附近）,1.0,118.464405,31.365991
663,安徽,芜湖方特梦幻王国,5,1.0,245.0,0.008942796936835072,安徽·芜湖·鸠江区,"118.466163,31.365534",东方梦幻乐园，亚洲科幻神奇,0,安徽省芜湖市鸠江区赤铸山东路华强文化科技产业园,1.0,118.466163,31.365534
664,安徽,芜湖新华联大白鲸海洋公园,1,0.5758267677021128,188.0,0.008531633859279436,安徽·芜湖·芜湖鸠兹古镇度假区,"118.454905,31.381289",人与自然、人与海洋极地生灵和谐共生,0,安徽省芜湖市鸠江区万春路与徽州路交界处,0.75,118.454905,31.381289
665,安徽,合肥融创乐园,4,0.7011357093665588,10.0,0.008428843089890527,安徽·合肥·合肥融创文化旅游城,"117.310454,31.697388",各种娱乐设施让你嗨不停,0,安徽省合肥市滨湖新区庐州大道788号合肥融创乐园（万年埠路合肥融创诺富特酒店对面路口入内）,0.0,117.310454,31.697388
666,安徽,黄山太平湖,4,1.0,58.0,0.008120470781723801,安徽·黄山·黄山区,"118.025561,30.374314",“黄山情侣”太平湖，“中华翡翠”在皖南,0,安徽省黄山市黄山区太平湖镇,0.75,118.025561,30.374314
667,安徽,姥山岛,1,0.5455286796808351,50.0,0.008017680012334893,安徽·合肥·居巢区,"117.451478,31.570018",林木葱郁，四季常青，如青螺浮水,0,安徽省巢湖市中庙镇巢湖湖心,0.75,117.451478,31.570018
668,安徽,徽州古城,5,0.6364229437446681,95.0,0.0078120984735570755,安徽·黄山·歙县,"118.442455,29.871875",歙县古城的街巷基本保持着明、清风貌,0,安徽省黄山市歙县古城东南部,0.75,118.442455,29.871875
669,安徽,天堂寨,5,0.5758267677021128,89.7,0.007400935396001439,安徽·六安·金寨县,"115.787575,31.136299",感受大自然的神气伟丽，品味乡野的淳朴善良,0,安徽省金寨县天堂寨风景区,0.75,115.787575,31.136299
670,安徽,黄山翡翠谷,4,0.7011357093665588,60.0,0.00729814462661253,安徽·黄山·黄山区,"118.228912,30.117235",人间瑶池仙境，天下奇景丽水,0,安徽省黄山市黄山区汤口镇翡翠新村001幢,1.0,118.228912,30.117235
671,安徽,八公山国家森林公园,1,0.5455286796808351,35.0,0.007092563087834713,安徽·淮南·八公山区,"116.809099,32.638355",景色优美，风光秀丽,0,安徽省淮南市八公山区丁山路八公山风景区,0.75,116.809099,32.638355
672,安徽,琅琊山,4,0.7011357093665588,5.0,0.006989772318445804,安徽·滁州·滁州市,"118.288777,32.283117",景色蔚然深秀，有“蓬莱之后无别山”之誉,0,安徽省滁州市南谯区览山路111号,0.0,118.288777,32.283117
673,安徽,花戏楼,4,0.5758267677021128,45.0,0.006886981549056895,安徽·亳州·毫州市,"115.779926,33.890649",建筑雕刻精湛、彩绘绚丽，驰名中外,0,安徽省亳州市谯城区咸宁街一号花戏楼路北段路东,0.75,115.779926,33.890649
674,安徽,马仁奇峰,4,0.8788076479148893,54.0,0.006784190779667986,安徽·芜湖·南陵县,"118.174791,30.978893",小张家界 | 云端玻璃栈道叫人腿抖,0,安徽省芜湖市繁昌铜陵南陵三县交界处,1.0,118.174791,30.978893
675,安徽,南屏古镇,4,1.0,32.0,0.005961864624556715,安徽·黄山·黟县,"117.910234,29.905838",走进乡村回归自然好去处,0,安徽省黄山市黟县碧阳镇南屏村,1.0,117.910234,29.905838
676,安徽,牌坊群鲍家花园,5,0.5758267677021128,90.0,0.005859073855167806,安徽·黄山·歙县,"118.378696,29.868063",浓重徽州文化，悟儒家人生哲理和文化内涵,0,安徽黄山歙县棠樾村,0.75,118.378696,29.868063
677,安徽,新安江山水画廊,4,0.7011357093665588,133.0,0.005859073855167806,安徽·黄山·歙县,"118.625539,29.868306",人行明镜中，鸟度屏风里,0,安徽省黄山市歙县深渡镇,0.0,118.625539,29.868306
678,安徽,临泉魔幻动物园,1,0.5758267677021128,48.0,0.005859073855167806,安徽·阜阳·临泉县,"115.251956,33.082811",临泉魔幻动物园坐落在安徽省阜阳市临泉县魔幻之都文化旅游项目内，魔幻动物园占地370000平方米，饲养着世界各地珍稀动物近,0,阜阳市临泉县204省道旁魔幻之都,1.0,115.251956,33.082811
679,安徽,阜阳生态园,4,0.7011357093665588,50.0,0.005756283085778897,安徽·阜阳·颍泉区,"115.798013,32.939262",大型游乐园，是游客活动的好天地,0,安徽省阜阳市欧阳修路666号,0.75,115.798013,32.939262
