编号,城市,名称,星级,评分,价格,销量,省/市/区,坐标,简介,是否免费,具体地址
716,安徽,石台牯牛降,4 A,0,100,42,安徽·池州·石台县,"117.506383,30.139377",以雄、奇、险著称，古称“西黄山”,FALSE,安徽省石台县牯牛降景区
717,安徽,海棠花海,,0,27,42,安徽·合肥·合肥市,"117.379434,31.983776",亩海棠花全城闻名，海棠神魁傲春绽放,FALSE,合肥市新站区梅冲湖路与卧龙路交口
718,安徽,黄山温泉-天下名泉,,0,198,42,安徽·黄山·黄山风景区,"118.180733,30.106271",泡汤七七四十九天，返老还童，羽化升天,FALSE,安徽省黄山市黄山区汤口镇黄山风景区内
719,安徽,大别山地质公园铜锣寨,3A,0,35,38,安徽·六安·霍山县,"116.050574,31.155782",原山原水愿生态，野滋野味野风情,FALSE,安徽省六安市霍山县上土市镇街道
720,安徽,古徽州文化旅游区,5 A,0,69,36,安徽·黄山·徽州区,"118.308664,29.863671",将“徽文化”完美鲜活地呈现于世,FALSE,安徽省黄山市徽州区g205
721,安徽,安徽花之谷户外探险乐园,,0,35,36,安徽·亳州·利辛县,"115.902587,33.102035","花之谷探险乐园
占地近1800亩
乐园集运动探险、休闲娱乐
研学旅行、家庭出游、公司团建为一体
有热气球、高空网红桥
彩",FALSE,安徽省亳州市利辛县王人镇曹店村境内阜阳临沂商城往北
722,安徽,迪沟,4 A,4.6,33,36,安徽·阜阳·颍上县,"116.380581,32.809337",生态旅游与佛教文化为一体的旅游风景区,FALSE,安徽省阜阳市颍上县迪沟开发区
723,安徽,龙川风景区,5 A,5,64,32,安徽·宣城·绩溪县,"118.674492,30.081468",聚天地之灵，享人文之杰,FALSE,安徽省宣城市绩溪县086县道
724,安徽,龙泉洞,4 A,0,55,32,安徽·宣城·宣州区,"119.005306,30.828326",留存百万年的灰岩溶洞,FALSE,安徽省宣城市宣州区水东镇
725,安徽,明堂山,4 A,3.5,45,32,安徽·安庆·岳西县,"116.108917,30.862298",远离城市雾霾,FALSE,安徽省安庆市岳西县河图镇
726,安徽,桃花潭,4 A,4.4,40,30,安徽·宣城·泾县,"118.158136,30.486948",移步皆成景、四时景宜人,FALSE,安徽省宣城市泾县063县道桃花潭境
727,安徽,龙津溪地,,0,45,30,安徽·六安·金寨县,"115.795624,31.769185",龙津溪地位于金寨县全军乡西北部梁山、前龙两村境内，距金寨县城18公里，景区面积约2210公顷，全长8.5公里，按照“一线,FALSE,安徽省六安市金寨县全军乡梁山村龙井冲
728,安徽,蓬莱仙洞,4 A,3.6,60,28,安徽·池州·石台县,"117.552398,30.23721",来“仙山”看“仙洞”,FALSE,安徽省池州市石台县仁里镇杜村
729,山东,千佛山,4 A,4.3,15,3672,山东·济南·历下区,"117.041792,36.644733",遥望齐州九点烟，一泓海水杯中泻,FALSE,山东省济南市历下区经十一路18号
730,山东,曹州牡丹园,3A,5,59.3,2043,山东·菏泽·牡丹区,"115.507426,35.283395",一品牡丹香,FALSE,山东省菏泽市牡丹区牡丹街
731,山东,泰山,5 A,5,114.8,1686,山东·泰安·泰山区,"117.12107,36.247343",会当凌绝顶，一览纵山小,FALSE,山东省泰安市泰山区红门路54号
732,山东,青岛海昌极地海洋公园,4 A,3.8,201,1364,山东·青岛·崂山区,"120.449481,36.07508",一起与极地动物们亲密接触吧,FALSE,山东省青岛市崂山区东海东路60号
733,山东,青岛海底世界,4 A,3.7,121,1336,山东·青岛·市南区,"120.342061,36.062757",山中有海，偶遇美人鱼,FALSE,山东省青岛市市南区莱阳路2号
734,山东,青岛森林野生动物世界,4 A,3.5,82.8,1048,山东·青岛·黄岛区,"120.066014,35.988067",体验人与动物共享自然和谐相处的乐趣,FALSE,山东省青岛市黄岛区小珠山风景区
735,山东,西霞口神雕山野生动物园,,0,150,958,山东·威海·西霞口旅游度假区,"122.638099,37.419708",体验野性、回归自然,FALSE,山东省威海市荣成市成山镇西霞口村东北处
736,山东,济南动物园,,0,23.7,846,山东·济南·天桥区,"116.99318,36.708071",大型森林式动物园，自然生态环境浑然天成,FALSE,山东省济南市天桥区济洛路87号
737,山东,济南野生动物世界,,0,149.8,840,山东·济南·章丘市,"117.476508,36.625313",各类珍稀保护动物,FALSE,山东省济南市章丘市埠村街道南侧的埠西村
738,山东,崂山太清景区,,0,130,830,山东·青岛·崂山区,"120.669628,36.140499",坐落在宝珠山下，崂山东南部的风景区,FALSE,山东省青岛市崂山区崂山景区内东南部
739,山东,台儿庄古城,5 A,0,40,750,山东·枣庄·台儿庄区,"117.747047,34.563186",被誉为“中华民族扬威不屈之地”,FALSE,山东省枣庄市台儿庄区华兴路东段
740,山东,烟台海昌鲸鲨海洋公园,,0,103,712,山东·烟台·莱山区,"121.458014,37.525422",感受来自深海鱼类霸主鲸鲨的震撼,FALSE,山东省烟台市莱山区滨海中路45
741,山东,大珠山,4 A,3.5,38,670,山东·青岛·胶南市,"120.011847,35.803661",旅游资源丰富，人文景观和自然景观荟萃,FALSE,山东省青岛胶南市滨海街道办事处石门寺
742,山东,青岛啤酒博物馆,4 A,3.6,57.9,642,山东·青岛·市北区,"120.35324,36.085299",寻访青岛啤酒发源地,FALSE,山东省青岛市市北区登州路56号青岛啤酒厂内
743,山东,趵突泉公园,5 A,4.7,30,618,山东·济南·天下第一泉风景区,"117.02264,36.667808",康熙皇帝赞誉的天下名泉,FALSE,山东省济南市历下区趵突泉南路1号
744,山东,金宝乐园,4 A,3.8,64,594,山东·潍坊·奎文区,"119.133498,36.661729",享受自然与清静，体验不一样的假期,FALSE,山东潍坊市奎文区潍洲路438号
745,山东,泉城海洋极地世界,,0,176,492,山东·德州·齐河县,"116.846812,36.749159",美人鱼穿梭在五彩斑斓的海洋王国里,FALSE,山东省德州市齐河县黄河国际生态城旅游路8号
746,山东,刘公岛,5 A,5,122,490,山东·威海·环翠区,"122.147601,37.499885",北洋水师的诞生地，甲午战争的古战场,FALSE,山东省威海市海滨北路101-2号
747,山东,三孔,5 A,4.3,140,488,山东·济宁·曲阜,"116.996485,35.597878",孔府、孔庙、孔林，儒家圣地,FALSE,山东省曲阜市明故城
748,山东,泉城欧乐堡梦幻世界,4 A,0,199,478,山东·德州·齐河县,"116.851086,36.749665",畅游梦幻世界，感受欧洲风情,FALSE,山东省德州市齐河县黄河国际生态城旅游路07号
749,山东,五龙潭,,3.8,0.7,446,山东·济南·天下第一泉风景区,"117.021015,36.671745",碧波荡漾，澄澈如镜，水木明瑟，锦鱼戏游,FALSE,山东省济南市历下区趵突泉北路筐市街18号五龙潭公园内
750,山东,临沂动植物园旅游区,4 A,3.6,35,446,山东·临沂·兰山区,"118.55122,34.995294",自然、幽静、野趣、戏水、粗犷,FALSE,山东省临沂市兰山区经济技术开发区老327国道与厦门路交汇处东500米（沐河西岸陈家村）
751,山东,崂山,5 A,4.1,190,424,山东·青岛·崂山区,"120.601677,36.195942",古语云：“泰山虽云高，不如东海崂”,FALSE,山东省青岛市崂山区内
752,山东,仰口游览区,,0,3,374,山东·青岛·崂山,"120.672997,36.242339",九宫八观七十二庵，道教全真天下第二丛林,FALSE,山东省青岛市崂山区仰口风景游览区
753,山东,文成城堡,,0,69.9,374,山东·烟台·蓬莱市,"120.958338,37.770614",典型的城堡建筑，气势恢宏,FALSE,山东省烟台市蓬莱市刘家沟镇206国道路北文成酒堡
754,山东,权品七汤温泉度假酒店,,0,79,374,山东·青岛·黄岛区,"120.219243,35.969273",打造“都市温泉园·城市中的度假酒店”,FALSE,山东省青岛市黄岛区韶山路568号福瀛天麓湖西侧
755,山东,青岛方特梦幻王国,,0,227.8,348,山东·青岛·城阳区,"120.290165,36.215056",梦幻、惊险、刺激，你想要的，这里都有,FALSE,山东省青岛市城阳区红岛街道岙东南路华南文化产业基地内
756,山东,日照海洋公园,,0,169,340,山东·日照·东港区,"119.613964,35.486225",海洋馆与花鸟园的融合,FALSE,山东省日照市东港区碧海路185号（万平口四号门路西）
757,山东,曲阜尼山圣境景区,4 A,3.6,58,330,山东·济宁·曲阜,"117.219223,35.518329",“文化修贤度假胜地”,FALSE,济宁市曲阜尼山镇圣像路9号
758,山东,青岛西海岸生态观光园,,0,35,330,山东·青岛·黄岛区,"120.072105,35.923265",以田园花海、创意农业为特色的休闲度假园区,FALSE,山东省青岛市黄岛区胶州湾东路3666号
759,山东,泉城欧乐堡动物王国,,0,179,324,山东·德州·齐河县,"116.851759,36.75378","来欧乐堡动物王国
你必须知道的三大游览方式
车行、步行、飞行
少一个都不完整~
车行
请自驾人士直接开车“入境”
先感受",FALSE,山东省齐河县黄河国际生态城旅游路08号泉城欧乐堡
760,山东,龙口动植物园,,0,52,288,山东·烟台·龙口市,"120.501211,37.683746",现代化大型动植物游乐园区,FALSE,山东省烟台市龙口市徐福大街南50米府北江南小区对面
761,山东,青岛火车站,,0,150,268,山东·青岛·市南区,"120.320526,36.070718",中西建筑风格联姻的产物,FALSE,山东省青岛市市南区泰安路2号
762,山东,济南植物园,4 A,3.6,27.9,264,山东·济南·章丘市,"117.464803,36.622245",艺术外貌与科学内涵、文化内涵有机结合,FALSE,山东省济南章丘市埠村街道办事处
763,山东,曲阜孔庙,,0,80,254,山东·济宁·三孔,"116.996346,35.598318",中国古代封建王朝祭祀孔子的礼制庙宇,FALSE,山东省济宁市曲阜市神道路半壁街
764,山东,蓬莱阁,5 A,5,98,254,山东·烟台·蓬莱市,"120.760473,37.832144",道教传说中著名的神仙住所和人间仙境,FALSE,山东省烟台蓬莱市迎宾路7号
765,山东,济南方特东方神画,,0,224,248,山东·济南·槐荫区,"116.885221,36.709359",体验非一般的文化盛宴，畅玩刺激的游乐项目,FALSE,济南市槐荫区吴家堡镇济齐路277号（西客站北侧）
766,山东,泰安地下龙宫（原泰山大裂谷）,,0,91.4,242,山东·泰安·泰山宝泰隆旅游度假区,"117.253445,36.157324",地下暗河漂流，水道蜿蜒曲折，惊险刺激,FALSE,山东省泰安市泰山区邱家店镇宝泰隆旅游区
767,山东,周村古商城,4 A,3.6,44.5,228,山东·淄博·周村区,"117.848444,36.807",周村古老的商业街,FALSE,山东省淄博市周村区周村大街296号
768,山东,沂蒙山银座天蒙旅游区,,0,79.9,228,山东·临沂·费县,"118.090694,35.480019",观山望海，体验雄伟人行索桥,FALSE,山东省临沂市费县北部（距费县县城约25公里）
769,山东,信号山公园,3A,3.6,11.8,226,山东·青岛·市南区,"120.338223,36.072829",俯瞰青岛前海建筑群和海滨风光的佳处,FALSE,山东省青岛市市南区齐东路17号
770,山东,鲁商?红叶柿岩旅游区,,0,53.1,214,山东·淄博·博山区,"117.829435,36.514022",鲁商·红叶柿岩旅游区位于山东省淄博市博山区和尚房村（滨莱高速博山出口西行100米处），地处原始古老峡谷之中，群山怀抱，具,FALSE,淄博市博山区域城镇和尚房村6号
771,山东,竹泉村,4 A,0,89.9,210,山东·临沂·沂南县,"118.444301,35.653863",竹泉美景胜江南，何必舍近去求远,FALSE,山东省临沂市沂南县铜井镇竹泉村
772,山东,青铜山大峡谷,,0,85,194,山东·济南·历城区,"117.131448,36.54233",探险娱乐和休闲会议为一体的风景名胜区,FALSE,山东省济南市历城区锦绣川老庄村北青铜山南麓
773,山东,烟台南山公园动物园,,0,22,182,山东·烟台·芝罘区,"121.396052,37.52775",现在有憨态可掬，呆萌呆萌的草泥马,FALSE,山东省烟台市芝罘区环山路南山沟1号
774,山东,临沂龙园旅游区,,0,70,174,山东·临沂·河东区,"118.474458,35.322379",水韵龙园，梦里江南,FALSE,山东省临沂市河东区汤头街道办事处临沂龙园旅游区
775,山东,威海华夏城景区,5 A,3.5,64,166,山东·威海·环翠区,"122.129632,37.430076",自然与科技一体的新型生态旅游度假圣地,FALSE,山东省威海市环翠区威海经济技术开发区华夏路1号
776,山东,压油沟风景区,,0,54,162,山东·临沂,"117.976393,34.926721",天然的山水组成了一幅淡雅相宜的美卷,FALSE,山东省临沂市兰陵县压油沟村
777,山东,泰山花海,,0,38,162,山东·泰安·岱岳区,"117.117374,36.073533",船游花海间，诗意豪情万丈,FALSE,山东省泰安市岱岳区满庄镇天颐湖旅游度假区
778,山东,石老人海水浴场,,4,78,162,山东·青岛·崂山区,"120.48112499275,36.10007421354",青岛市著名的观光景点，远眺景观更美,FALSE,山东省青岛市崂山区海口路287号
779,山东,黄花溪,4 A,0,90,158,山东·潍坊·青州市,"118.262973,36.527383",被众多游客称为“北方九寨沟”,FALSE,山东省青州市
780,山东,九顶塔中华民俗欢乐园,4 A,0,109.8,158,山东·济南·历城区,"117.143393,36.424962",了解16个少数民族村寨的民俗民居,FALSE,山东省济南市历城区柳埠镇秦家庄
781,山东,龙口南山旅游区,5 A,3.6,114.8,156,山东·烟台·龙口市,"120.481974,37.572253",福寿南山，养心天堂,FALSE,山东省烟台龙口市东江镇南山旅游景区
782,山东,台儿庄大战纪念馆,4 A,5,99,154,山东·枣庄·台儿庄区,"117.738233,34.564435",震惊中外的台儿庄大战而建的纪念性丰碑,FALSE,山东省枣庄市台儿庄区沿河南路6号
783,山东,长岛,4 A,3.9,79,152,山东·烟台·长岛县,"120.732217,37.921039",朝看黄海日出，暮观渤海日落,FALSE,山东省烟台市长岛县长岛风景区
784,山东,红高粱影视基地,,0,65,150,山东·潍坊·高密市,"119.961585,36.478841",火红的高粱正在那等着您呢,FALSE,山东省潍坊市高密市东北乡
785,山东,九如山度假风景区,4 A,3.5,99,150,山东·济南·历城区,"117.304238,36.486793",生态观光，休闲娱乐，游憩度假为一体,FALSE,山东省济南市南部山区西营街道
786,山东,八仙雕塑,,0,50,150,山东·烟台·蓬莱市,"120.767447,37.829017",八仙雕塑标志是蓬莱景区的一个亮点标志,FALSE,山东省烟台市蓬莱市钟楼北路(汽车站对面)
787,山东,北九水游览区,,3.6,90,146,山东·青岛·崂山,"120.60437,36.217302",水自门中出，人从涧底过，仰视巨岩悬空,FALSE,山东省青岛市崂山区崂山风景区内
788,山东,宛园,,0,39.9,138,山东·聊城·临清市,"115.71204,36.867284",宛园建设崇尚自然，叠山理水、廊桥相连,FALSE,聊城市临清市大众路北首银河路西首交界处
789,山东,诸城野生动物园,,0,57.4,136,山东·潍坊·诸城市,"119.521187,35.972171",集野生动物保护、科普推广的大型动物园。,FALSE,山东省潍坊诸城市密州街道东俗村前
790,山东,威海威高海洋公园,,0,140,134,山东·威海,"122.025807,37.507714",威高海洋公园是惠民文旅主题公园,FALSE,威海高区文化西路与世昌大道交汇处
791,山东,地下大峡谷,4 A,5,85.7,134,山东·临沂·萤火虫水洞·地下大峡谷旅游区,"118.552734,35.731915",中国特大型著名溶洞之一,FALSE,山东省临沂市沂水县姚店子镇永富庄
792,山东,林海,,3.5,245,132,山东·烟台·长岛县,"120.763517,37.901306",山峦起伏绵延，千亩松涛林海，浪绿波翠,FALSE,山东省烟台市长岛县
793,山东,豆瓣乐园,,0,79.9,130,山东·泰安·岱岳区,"117.082836,36.157752",豆瓣乐园位于泰安高铁新区刘家山体育公园，紧邻泰安市新体育中心，梅山东路与堰堤南街交汇处，室内分为3层，面积3万多平方米，,FALSE,泰安市岱岳区梅山东路与堰堤南街交汇处
794,山东,水浒好汉城,4 A,0,58.7,130,山东·菏泽·郓城,"115.93948,35.591736",水浒故事的发源地,FALSE,山东省菏泽市郓城县西门街南段
795,山东,八大关,,0,50,126,山东·青岛·青岛海滨,"120.357133,36.05803",欣赏别墅的建筑之美，探寻伟人昔日足迹,FALSE,山东省青岛市市南区正阳关路14号
796,山东,宝山前野生动物园,,0,64.8,122,山东·临沂,"117.955848,34.941246",,FALSE,山东省临沂市兰陵县234省道宝山前风景区
797,山东,文昌湖野生动物园,,0,26,118,山东·淄博·周村区,"117.87225,36.722177",文昌湖野生动物园内养殖东北虎、金钱豹、非洲狮、骆驼、羊驼、黑熊等野生观赏动物30余种，游客可在此观赏和了解不同动物的特征,FALSE,山东省淄博市周村区萌水镇莲花南路与桃花山路交叉口西南（文昌湖都市农业生态博览园内）
798,山东,威海神游海洋世界,,0,105,118,山东·威海·威海华夏城景区,"122.128894,37.432754",颠覆传统海洋世界单一展览的模式,FALSE,山东省威海市环翠区华夏路华夏城北侧
799,山东,泰安刘老根大舞台,,0,508,114,山东·泰安·岱岳区,"117.044204,36.179636",为老百姓传递快乐和正能量,FALSE,山东省泰安市岱岳区岱岳区泰山大街西段新天街文化广场（泰安高铁汽车站北500米）
